Date,Open,High,Low,Close,Adj Close,Volume
2022-10-13,2188.801513671875,2209.6611328125,2178.37158203125,2199.32373046875,2184.1689453125,3664246
2022-10-14,2229.044189453125,2230.290283203125,2186.678466796875,2188.1552734375,2173.077392578125,4553044
2022-10-17,2173.664306640625,2228.12109375,2163.14208984375,2223.275390625,2207.955810546875,8364677
2022-10-18,2235.505126953125,2273.34814453125,2233.797607421875,2262.5029296875,2246.912841796875,6207910
2022-10-19,2265.502685546875,2333.204833984375,2253.688232421875,2301.868896484375,2286.007568359375,9623571
2022-10-20,2293.654296875,2325.0361328125,2293.654296875,2308.052978515625,2292.149169921875,4358526
2022-10-21,2314.606201171875,2323.005615234375,2277.040283203125,2281.285888671875,2265.56640625,4121726
2022-10-24,2270.5791015625,2309.806640625,2266.2412109375,2288.900634765625,2273.12890625,1685016
2022-10-25,2306.576171875,2306.576171875,2250.273193359375,2253.5498046875,2238.021484375,6116620
2022-10-27,2268.733154296875,2278.378662109375,2245.4736328125,2262.41064453125,2246.8212890625,6256529
2022-10-28,2275.194091796875,2339.80419921875,2270.071533203125,2331.6357421875,2315.569580078125,8804796
2022-10-31,2345.34228515625,2363.756103515625,2337.2197265625,2353.280029296875,2337.064453125,6209971
2022-11-01,2399.799072265625,2399.799072265625,2314.88330078125,2335.05078125,2318.960693359375,6981583
2022-11-02,2337.31201171875,2353.833740234375,2321.34423828125,2349.634033203125,2333.443603515625,4490948
2022-11-03,2335.05078125,2362.4638671875,2330.620361328125,2358.402587890625,2342.15185546875,3346724
2022-11-04,2357.248779296875,2399.799072265625,2354.66455078125,2393.107421875,2376.617431640625,6287907
2022-11-07,2391.4921875,2409.30615234375,2375.80126953125,2405.890869140625,2389.312744140625,5894874
2022-11-09,2409.30615234375,2420.05908203125,2390.615234375,2403.4912109375,2386.9296875,5627102
2022-11-10,2390.569091796875,2396.61474609375,2365.648193359375,2374.416748046875,2358.0556640625,2983121
2022-11-11,2399.799072265625,2433.027099609375,2388.72314453125,2429.150634765625,2412.412353515625,6155066
2022-11-14,2428.181396484375,2438.565185546875,2404.552490234375,2417.38232421875,2400.72509765625,4521556
2022-11-15,2420.382080078125,2424.166259765625,2390.569091796875,2406.537109375,2389.95458984375,3543216
2022-11-16,2409.029052734375,2414.52099609375,2382.585205078125,2392.73828125,2376.2509765625,4858080
2022-11-17,2385.907958984375,2411.798095703125,2381.339111328125,2398.92236328125,2382.392333984375,3330725
2022-11-18,2406.029296875,2408.106201171875,2373.12451171875,2397.630126953125,2381.10888671875,2651598
2022-11-21,2388.72314453125,2388.72314453125,2347.280517578125,2354.47998046875,2338.256103515625,3195134
2022-11-22,2349.0341796875,2370.724609375,2341.188720703125,2367.540283203125,2351.2265625,3305744
2022-11-23,2376.72412109375,2379.40087890625,2355.725830078125,2360.15625,2343.893310546875,3206704
2022-11-24,2368.417236328125,2394.26123046875,2351.98779296875,2380.508544921875,2364.10546875,4694719
2022-11-25,2389.646240234375,2422.78173828125,2383.27734375,2416.0439453125,2399.39599609375,3674961
2022-11-28,2408.013916015625,2511.5283203125,2309.34521484375,2499.06787109375,2481.847900390625,15763742
2022-11-29,2495.744873046875,2521.31201171875,2486.56103515625,2503.359619140625,2486.110107421875,5529456
2022-11-30,2503.63671875,2534.049560546875,2490.437744140625,2521.03515625,2503.663818359375,13082493
2022-12-01,2530.680419921875,2542.864013671875,2506.8671875,2513.60498046875,2496.28466796875,4742900
2022-12-02,2519.7890625,2536.403076171875,2492.65283203125,2512.54345703125,2495.23046875,5794796
2022-12-05,2503.175048828125,2507.559326171875,2471.793212890625,2475.900390625,2458.840087890625,7414268
2022-12-06,2459.886474609375,2489.330078125,2456.10205078125,2483.0537109375,2465.94384765625,4297122
2022-12-07,2478.254150390625,2487.484130859375,2438.70361328125,2446.41064453125,2429.553466796875,4231055
2022-12-08,2455.17919921875,2459.794189453125,2436.8115234375,2445.2568359375,2428.407470703125,3878504
2022-12-09,2442.257080078125,2455.17919921875,2401.506591796875,2408.198486328125,2391.6044921875,6327881
2022-12-12,2386.415771484375,2421.028076171875,2385.9541015625,2411.890380859375,2395.27099609375,4739921
2022-12-13,2411.890380859375,2430.258056640625,2405.983154296875,2422.874267578125,2406.17919921875,4166674
2022-12-14,2434.550048828125,2435.75,2409.9521484375,2414.105712890625,2397.470947265625,3634473
2022-12-15,2402.106689453125,2413.64404296875,2373.0322265625,2379.816162109375,2363.417724609375,4344275
2022-12-16,2373.0322265625,2417.151611328125,2361.171630859375,2368.0478515625,2351.730712890625,7918674
2022-12-19,2382.26220703125,2403.4912109375,2369.063232421875,2399.153076171875,2382.621337890625,3864966
2022-12-20,2384.93896484375,2423.797119140625,2368.417236328125,2419.920654296875,2403.24609375,3733794
2022-12-21,2419.18212890625,2430.258056640625,2377.739501953125,2385.49267578125,2369.05517578125,4263775
2022-12-22,2397.953125,2404.091064453125,2369.109375,2379.30859375,2362.91357421875,3725561
2022-12-23,2365.925048828125,2391.03076171875,2300.345947265625,2309.52978515625,2293.61572265625,5128557
2022-12-26,2321.113525390625,2346.26513671875,2300.484375,2329.697265625,2313.64404296875,2995121
2022-12-27,2335.189208984375,2352.54150390625,2321.574951171875,2348.75732421875,2332.572998046875,2881635
2022-12-28,2342.5732421875,2353.464599609375,2327.34375,2348.526611328125,2332.34375,3729696
2022-12-29,2332.420166015625,2352.6337890625,2331.03564453125,2347.465087890625,2331.28955078125,3465324
2022-12-30,2349.12646484375,2378.570068359375,2345.4345703125,2351.064697265625,2334.8642578125,3644738
2023-01-02,2353.649169921875,2380.416259765625,2351.98779296875,2377.554931640625,2361.172119140625,2658087
2023-01-03,2367.540283203125,2374.878173828125,2351.61865234375,2360.15625,2343.893310546875,3829466
2023-01-04,2360.110107421875,2363.848388671875,2320.421142578125,2324.620849609375,2308.602783203125,4632445
2023-01-05,2329.189697265625,2341.096435546875,2311.191162109375,2320.46728515625,2304.47802734375,6818549
2023-01-06,2332.09716796875,2351.757080078125,2324.39013671875,2341.557861328125,2325.423095703125,3174798
2023-01-09,2349.31103515625,2401.645263671875,2347.51123046875,2396.845458984375,2380.32958984375,5361376
2023-01-10,2405.337158203125,2405.337158203125,2349.957275390625,2361.40234375,2345.130859375,4023571
2023-01-11,2355.956787109375,2361.033203125,2326.974365234375,2331.6357421875,2315.569580078125,5754776
2023-01-12,2330.435791015625,2337.49658203125,2275.194091796875,2281.285888671875,2265.56640625,8844386
2023-01-13,2269.102294921875,2282.48583984375,2247.135009765625,2277.593994140625,2261.900146484375,10309291
2023-01-16,2282.30126953125,2288.716064453125,2240.1201171875,2255.903564453125,2240.35888671875,6811927
2023-01-17,2268.733154296875,2291.80810546875,2261.903076171875,2287.931640625,2272.16650390625,5375500
2023-01-18,2283.039794921875,2299.284423828125,2270.90234375,2284.147216796875,2268.407958984375,6724143
2023-01-19,2282.48583984375,2290.1005859375,2267.487060546875,2281.701416015625,2265.979248046875,5970027
2023-01-20,2284.42431640625,2284.42431640625,2249.5810546875,2254.565185546875,2239.030029296875,7465143
2023-01-23,2260.42626953125,2276.3017578125,2238.274169921875,2243.166015625,2227.709228515625,5477059
2023-01-24,2252.119140625,2255.488037109375,2203.523193359375,2229.921142578125,2214.5556640625,8244377
2023-01-25,2226.690673828125,2228.767333984375,2196.7392578125,2199.0927734375,2183.939697265625,6192509
2023-01-27,2200.800537109375,2203.523193359375,2133.652099609375,2157.373291015625,2142.507568359375,12915487
2023-01-30,2152.158447265625,2189.262939453125,2123.822265625,2178.048583984375,2163.04052734375,10886051
2023-01-31,2198.585205078125,2203.80029296875,2160.7421875,2172.602783203125,2157.632080078125,11345797
2023-02-01,2196.693115234375,2196.693115234375,2127.51416015625,2159.72705078125,2144.84521484375,9673900
2023-02-02,2139.51318359375,2167.203125,2133.05224609375,2147.774169921875,2132.974609375,6831331
2023-02-03,2168.126220703125,2168.126220703125,2116.438232421875,2149.666259765625,2134.853759765625,12349787
2023-02-06,2136.744140625,2142.2822265625,2128.252685546875,2133.467529296875,2118.7666015625,7418939
2023-02-07,2133.975341796875,2148.189453125,2116.438232421875,2128.344970703125,2113.679443359375,7567717
2023-02-08,2134.898193359375,2178.18701171875,2129.3603515625,2170.84912109375,2155.890625,10580166
2023-02-09,2172.233642578125,2188.293701171875,2154.28125,2174.63330078125,2159.648681640625,6586381
2023-02-10,2173.572021484375,2173.572021484375,2142.55908203125,2156.727294921875,2141.865966796875,5395222
2023-02-13,2160.00390625,2169.04931640625,2135.406005859375,2144.451416015625,2129.6748046875,5176246
2023-02-14,2150.543212890625,2198.492919921875,2144.728271484375,2194.985595703125,2179.86083984375,7160960
2023-02-15,2193.047119140625,2249.534912109375,2190.2783203125,2244.68896484375,2229.2216796875,16751795
2023-02-16,2260.841552734375,2274.086669921875,2238.3203125,2242.935302734375,2227.47998046875,8632243
2023-02-17,2233.6591796875,2259.041748046875,2224.98291015625,2252.3037109375,2236.783935546875,5904760
2023-02-20,2256.734130859375,2261.118408203125,2224.521484375,2228.490478515625,2213.135009765625,4418468
2023-02-21,2237.351318359375,2258.3955078125,2226.59814453125,2246.673583984375,2231.192626953125,6655796
2023-02-22,2239.151123046875,2242.88916015625,2192.17041015625,2195.723876953125,2180.593994140625,5512167
2023-02-23,2194.893310546875,2210.353515625,2179.525390625,2185.20166015625,2170.144287109375,4925955
2023-02-24,2189.355224609375,2211.645751953125,2185.663330078125,2200.154296875,2184.993896484375,4717026
2023-02-27,2198.585205078125,2205.646240234375,2170.618408203125,2185.524658203125,2170.465087890625,5599857
2023-02-28,2174.679443359375,2184.740234375,2135.498291015625,2143.712890625,2128.94140625,10997019
2023-03-01,2163.51123046875,2164.895751953125,2144.35888671875,2163.4189453125,2148.51171875,5775572
2023-03-02,2157.05029296875,2170.572265625,2142.8359375,2146.943359375,2132.1494140625,4666767
2023-03-03,2168.2646484375,2209.153564453125,2161.25,2201.723388671875,2186.55224609375,7321903
2023-03-06,2215.19921875,2237.905029296875,2215.19921875,2223.229248046875,2207.909912109375,5085958
2023-03-08,2223.229248046875,2232.736328125,2201.354248046875,2231.21337890625,2215.8388671875,7891328
2023-03-09,2229.96728515625,2230.7978515625,2173.756591796875,2177.5869140625,2162.58203125,8117564
2023-03-10,2161.203857421875,2163.51123046875,2136.790283203125,2143.851318359375,2129.078857421875,6667045
2023-03-13,2149.666259765625,2163.51123046875,2099.82421875,2108.5927734375,2094.063232421875,6385796
2023-03-14,2104.439208984375,2127.468017578125,2094.33251953125,2100.701171875,2086.22607421875,8013761
2023-03-15,2108.2236328125,2121.330078125,2055.889404296875,2064.79638671875,2050.568603515625,10864277
2023-03-16,2070.288330078125,2080.441162109375,2032.6298828125,2054.5048828125,2040.3480224609375,9181579
2023-03-17,2071.903564453125,2078.549072265625,2042.3214111328125,2051.920654296875,2037.78173828125,17007106
2023-03-20,2044.4443359375,2049.059326171875,2012.1392822265625,2031.7530517578125,2017.7529296875,9762294
2023-03-21,2048.090087890625,2098.9013671875,2046.290283203125,2094.932373046875,2080.496826171875,10700180
2023-03-22,2109.05419921875,2115.007568359375,2095.209228515625,2101.301025390625,2086.822021484375,5460047
2023-03-23,2093.36328125,2095.116943359375,2070.33447265625,2074.71875,2060.422607421875,8124685
2023-03-24,2072.364990234375,2076.749267578125,2028.7532958984375,2033.6451416015625,2019.632080078125,6187972
2023-03-27,2046.7518310546875,2080.441162109375,2030.783935546875,2065.2578125,2051.02685546875,7027161
2023-03-28,2072.13427734375,2082.748779296875,2064.750244140625,2074.9033203125,2060.60595703125,6288212
2023-03-29,2066.59619140625,2071.94970703125,2040.8446044921875,2062.62744140625,2048.41455078125,9402032
2023-03-31,2081.3642578125,2163.003662109375,2081.08740234375,2151.558349609375,2136.73291015625,14085600
2023-04-03,2164.434326171875,2168.126220703125,2136.744140625,2151.927490234375,2137.099609375,5146521
2023-04-05,2167.203125,2167.203125,2130.791015625,2146.7587890625,2131.96630859375,8131464
2023-04-06,2139.651611328125,2172.7412109375,2139.651611328125,2161.157470703125,2146.265625,9217523
2023-04-10,2169.04931640625,2169.41845703125,2142.789794921875,2145.835693359375,2131.049560546875,6480704
2023-04-11,2154.28125,2160.7421875,2145.097412109375,2156.4501953125,2141.5908203125,5271183
2023-04-12,2156.4501953125,2185.478515625,2150.635498046875,2165.957275390625,2151.032470703125,9089543
2023-04-13,2171.818115234375,2183.632568359375,2161.665283203125,2174.125732421875,2159.144775390625,6189104
2023-04-17,2238.22802734375,2238.22802734375,2168.17236328125,2185.155517578125,2170.098388671875,8964739
2023-04-18,2193.97021484375,2193.97021484375,2146.897216796875,2160.142333984375,2145.257568359375,5202788
2023-04-19,2158.9423828125,2176.3408203125,2152.619873046875,2170.895263671875,2155.9365234375,6136737
2023-04-20,2172.83349609375,2177.356201171875,2152.527587890625,2165.4033203125,2150.482421875,3503665
2023-04-21,2169.649169921875,2179.2021484375,2156.496337890625,2168.126220703125,2153.1865234375,3823658
2023-04-24,2192.124267578125,2197.56982421875,2167.203125,2176.433349609375,2161.436279296875,6468093
2023-04-25,2183.817138671875,2197.29296875,2169.5107421875,2193.09326171875,2177.9814453125,4618063
2023-04-26,2195.816162109375,2202.36962890625,2172.787353515625,2180.217529296875,2165.194580078125,4308917
2023-04-27,2192.124267578125,2200.43115234375,2181.97119140625,2194.016357421875,2178.898193359375,4583562
2023-04-28,2198.585205078125,2237.259033203125,2198.3544921875,2234.12060546875,2218.726318359375,7782605
2023-05-02,2248.61181640625,2257.47265625,2241.135498046875,2253.08837890625,2237.563232421875,6490902
2023-05-03,2256.734130859375,2256.734130859375,2227.244384765625,2233.75146484375,2218.359619140625,3530936
2023-05-04,2234.720703125,2263.979736328125,2228.675048828125,2259.503173828125,2243.933837890625,4317616
2023-05-05,2253.042236328125,2271.8251953125,2248.42724609375,2253.734375,2238.204833984375,4373292
2023-05-08,2261.34912109375,2292.408203125,2255.94970703125,2281.56298828125,2265.841552734375,4576891
2023-05-09,2284.42431640625,2295.315673828125,2273.578857421875,2288.623779296875,2272.853759765625,3232360
2023-05-10,2298.269287109375,2307.36083984375,2290.146728515625,2304.361083984375,2288.482666015625,5436127
2023-05-11,2306.530029296875,2316.267578125,2285.854736328125,2289.316162109375,2273.54150390625,5278930
2023-05-12,2279.62451171875,2295.869384765625,2267.3486328125,2293.05419921875,2277.253662109375,3477670
2023-05-15,2298.177001953125,2311.69873046875,2282.716552734375,2297.576904296875,2281.745361328125,3416671
2023-05-16,2301.961181640625,2307.1298828125,2261.487548828125,2264.856689453125,2249.250244140625,4358614
2023-05-17,2273.34814453125,2275.194091796875,2241.96630859375,2251.47314453125,2235.958984375,4399483
2023-05-18,2260.933837890625,2267.810302734375,2240.258544921875,2246.62744140625,2231.146728515625,5262765
2023-05-19,2246.62744140625,2257.611083984375,2232.59765625,2253.9189453125,2238.387939453125,4025223
2023-05-22,2247.504150390625,2276.1171875,2245.058349609375,2265.964111328125,2250.35009765625,3717453
2023-05-23,2271.17919921875,2277.963134765625,2262.6875,2265.548828125,2249.937744140625,3046017
2023-05-24,2257.56494140625,2274.271240234375,2246.073486328125,2252.349853515625,2236.829833984375,4056127
2023-05-25,2246.489013671875,2260.42626953125,2230.013427734375,2252.072998046875,2236.554931640625,5743931
2023-05-26,2268.733154296875,2315.80615234375,2262.04150390625,2313.498779296875,2297.557373046875,6313130
2023-05-29,2326.882080078125,2335.189208984375,2314.144775390625,2326.512939453125,2310.481689453125,5005152
2023-05-30,2326.512939453125,2342.29638671875,2320.744140625,2325.9130859375,2309.88623046875,5671252
2023-05-31,2307.499267578125,2316.5908203125,2271.502197265625,2279.716796875,2264.008056640625,13553963
2023-06-01,2289.177734375,2293.56201171875,2268.733154296875,2273.578857421875,2257.91259765625,7296346
2023-06-02,2280.732177734375,2291.669677734375,2262.272216796875,2266.148681640625,2250.53369140625,7900322
2023-06-05,2277.224853515625,2292.50048828125,2269.1484375,2286.5009765625,2270.74560546875,5454341
2023-06-06,2292.2236328125,2296.146240234375,2272.42529296875,2288.439208984375,2272.67041015625,3746654
2023-06-07,2295.500244140625,2307.499267578125,2282.208984375,2305.791748046875,2289.9033203125,5156272
2023-06-08,2313.037109375,2323.0517578125,2299.192138671875,2307.176025390625,2291.278076171875,6035554
2023-06-09,2313.960205078125,2315.390869140625,2287.193115234375,2290.839111328125,2275.053955078125,2938509
2023-06-12,2284.8857421875,2297.53076171875,2275.194091796875,2292.86962890625,2277.0703125,3195984
2023-06-13,2302.88427734375,2329.1435546875,2294.807861328125,2326.74365234375,2310.7109375,5624008
2023-06-14,2326.882080078125,2358.26416015625,2323.190185546875,2355.356689453125,2339.126953125,6638690
2023-06-15,2355.310546875,2365.23291015625,2340.265625,2356.0029296875,2339.7685546875,5906747
2023-06-16,2363.063720703125,2383.554443359375,2363.063720703125,2378.939453125,2362.547119140625,12085789
2023-06-19,2385.03125,2385.03125,2346.865234375,2355.310546875,2339.0810546875,3399277
2023-06-20,2351.387939453125,2366.571044921875,2339.80419921875,2360.202392578125,2343.939208984375,3460548
2023-06-21,2360.110107421875,2371.970703125,2351.80322265625,2366.84814453125,2350.5390625,3480801
2023-06-22,2359.187255859375,2375.155029296875,2337.03515625,2340.265625,2324.1396484375,3809583
2023-06-23,2334.173828125,2338.327392578125,2318.5751953125,2321.113525390625,2305.11962890625,3314285
2023-06-26,2313.960205078125,2321.71337890625,2297.0693359375,2303.391845703125,2287.52001953125,6320579
2023-06-27,2304.31494140625,2316.267578125,2295.17724609375,2304.22265625,2288.34521484375,4844733
2023-06-28,2319.498291015625,2342.434814453125,2305.5146484375,2334.727783203125,2318.64013671875,5677003
2023-06-30,2350.326416015625,2359.787109375,2338.37353515625,2353.8798828125,2337.66015625,5575777
2023-07-03,2361.079345703125,2420.105224609375,2358.587158203125,2414.290283203125,2397.654296875,6077193
2023-07-04,2422.874267578125,2422.874267578125,2375.10888671875,2389.41552734375,2372.950927734375,4030821
2023-07-05,2408.106201171875,2408.106201171875,2377.462646484375,2385.49267578125,2369.05517578125,5124031
2023-07-06,2377.693359375,2440.826416015625,2377.693359375,2435.5654296875,2418.782958984375,9558993
2023-07-07,2432.104248046875,2459.748046875,2425.64306640625,2430.81201171875,2414.062255859375,6687633
2023-07-10,2481.853759765625,2543.787109375,2469.024169921875,2524.4501953125,2507.055419921875,16620008
2023-07-11,2540.92578125,2556.708984375,2526.803955078125,2551.817138671875,2534.233642578125,10034674
2023-07-12,2553.2939453125,2586.2451171875,2549.001953125,2554.63232421875,2537.029296875,9366917
2023-07-13,2569.538818359375,2583.47607421875,2526.48095703125,2531.7880859375,2514.342529296875,7341467
2023-07-14,2538.2490234375,2548.309814453125,2515.266357421875,2529.665283203125,2512.234375,7562072
2023-07-17,2535.480224609375,2598.290283203125,2517.943115234375,2581.353271484375,2563.566162109375,11110020
2023-07-18,2600.090087890625,2618.96533203125,2577.93798828125,2603.2744140625,2585.336181640625,12933656
2023-07-19,2612.089111328125,2636.087158203125,2581.630126953125,2623.026611328125,2604.952392578125,19561078
2023-07-20,2580.0,2630.949951171875,2580.0,2619.85009765625,2601.797607421875,19358812
2023-07-21,2609.0,2614.89990234375,2523.60009765625,2538.75,2521.25634765625,15124619
2023-07-24,2481.0,2514.949951171875,2469.300048828125,2487.39990234375,2470.26025390625,11863933
2023-07-25,2494.0,2505.199951171875,2480.0,2485.800048828125,2468.67138671875,6013010
2023-07-26,2485.0,2547.0,2485.0,2526.199951171875,2508.792724609375,6455506
2023-07-27,2534.050048828125,2537.64990234375,2490.35009765625,2502.699951171875,2485.454833984375,8613449
2023-07-28,2512.050048828125,2542.85009765625,2500.550048828125,2527.85009765625,2510.431884765625,10413926
2023-07-31,2527.85009765625,2553.89990234375,2517.949951171875,2549.25,2531.68408203125,4275587
2023-08-01,2555.0,2559.0,2505.300048828125,2513.199951171875,2495.882568359375,4768316
2023-08-02,2509.199951171875,2512.0,2463.60009765625,2486.35009765625,2469.2177734375,6374107
2023-08-03,2475.300048828125,2500.89990234375,2458.050048828125,2475.89990234375,2458.839599609375,5084175
2023-08-04,2498.800048828125,2516.0,2471.60009765625,2509.550048828125,2492.257568359375,11442805
2023-08-07,2521.0,2528.39990234375,2505.0,2523.85009765625,2506.459228515625,2991435
2023-08-08,2528.0,2534.449951171875,2499.550048828125,2508.64990234375,2491.36376953125,4922036
2023-08-09,2504.85009765625,2529.0,2481.10009765625,2525.199951171875,2507.7998046875,5743293
2023-08-10,2524.949951171875,2550.0,2508.449951171875,2536.449951171875,2518.972412109375,7735299
2023-08-11,2532.449951171875,2558.85009765625,2512.35009765625,2547.14990234375,2529.598388671875,11089665
2023-08-14,2539.0,2582.300048828125,2525.0,2577.25,2559.4912109375,4787906
2023-08-16,2551.0,2582.800048828125,2551.0,2575.14990234375,2557.40576171875,5101556
2023-08-17,2567.10009765625,2578.10009765625,2532.85009765625,2538.0,2520.511474609375,6836872
2023-08-18,2531.25,2577.60009765625,2508.550048828125,2556.800048828125,2539.18212890625,9319989
2023-08-21,2539.949951171875,2555.449951171875,2515.64990234375,2520.0,2511.47607421875,4610873
2023-08-22,2516.89990234375,2537.949951171875,2499.0,2519.39990234375,2510.8779296875,3856522
2023-08-23,2524.199951171875,2542.85009765625,2516.949951171875,2522.199951171875,2513.668701171875,4758976
2023-08-24,2539.89990234375,2539.89990234375,2471.0,2479.800048828125,2471.412109375,7070010
2023-08-25,2456.0,2505.0,2442.60009765625,2468.35009765625,2460.0009765625,11111200
2023-08-28,2472.0,2484.0,2431.10009765625,2443.75,2435.48388671875,6290413
2023-08-29,2452.050048828125,2453.449951171875,2408.14990234375,2420.35009765625,2412.163330078125,8438322
2023-08-30,2432.0,2443.0,2415.0,2418.050048828125,2409.87109375,6084473
2023-08-31,2423.0,2425.0,2399.89990234375,2407.0,2398.8583984375,10819300
2023-09-01,2406.550048828125,2425.64990234375,2401.64990234375,2412.64990234375,2404.489013671875,9056421
2023-09-04,2412.64990234375,2423.64990234375,2405.300048828125,2410.699951171875,2402.545654296875,4673813
2023-09-05,2420.0,2433.949951171875,2412.449951171875,2423.60009765625,2415.40234375,4337938
2023-09-06,2421.10009765625,2436.14990234375,2417.25,2428.699951171875,2420.48486328125,4100185
2023-09-07,2421.699951171875,2438.25,2411.0,2432.0,2423.773681640625,6826286
2023-09-08,2440.0,2456.0,2422.949951171875,2448.199951171875,2439.9189453125,11554644
2023-09-11,2452.0,2476.85009765625,2452.0,2474.60009765625,2466.229736328125,6635537
2023-09-12,2483.0,2483.0,2435.949951171875,2438.85009765625,2430.6005859375,8127833
2023-09-13,2440.0,2462.64990234375,2426.25,2451.050048828125,2442.75927734375,6401669
2023-09-14,2460.0,2465.800048828125,2445.0,2453.300048828125,2445.001708984375,4604818
2023-09-15,2468.0,2468.0,2449.5,2457.85009765625,2449.536376953125,12734296
2023-09-18,2440.050048828125,2451.0,2432.050048828125,2436.449951171875,2428.208740234375,3758150
2023-09-20,2423.050048828125,2427.60009765625,2355.0,2382.14990234375,2374.09228515625,28540942
2023-09-21,2374.949951171875,2390.10009765625,2360.0,2364.800048828125,2356.801025390625,6113091
2023-09-22,2376.0,2382.449951171875,2350.0,2354.949951171875,2346.984375,9588393
2023-09-25,2350.39990234375,2360.699951171875,2335.10009765625,2340.449951171875,2332.533447265625,7127442
2023-09-26,2338.550048828125,2350.199951171875,2335.60009765625,2342.5,2334.576416015625,5043891
2023-09-27,2343.5,2371.800048828125,2338.5,2368.89990234375,2360.88720703125,5861389
2023-09-28,2383.0,2383.0,2325.0,2334.10009765625,2326.205078125,7259173
2023-09-29,2341.800048828125,2369.10009765625,2334.10009765625,2345.0,2337.068115234375,6171007
2023-10-03,2329.949951171875,2335.60009765625,2316.0,2318.14990234375,2310.308837890625,4429528
2023-10-04,2309.0,2319.0,2295.10009765625,2314.14990234375,2306.322265625,5143193
2023-10-05,2319.25,2329.39990234375,2309.0,2314.10009765625,2306.272705078125,5476841
2023-10-06,2317.050048828125,2324.800048828125,2312.050048828125,2318.0,2310.159423828125,2715513
2023-10-09,2308.10009765625,2311.949951171875,2295.0,2298.25,2290.47607421875,3788439
2023-10-10,2306.550048828125,2317.89990234375,2303.75,2308.39990234375,2300.591796875,5118016
2023-10-11,2314.449951171875,2349.699951171875,2313.0,2345.050048828125,2337.117919921875,4907059
2023-10-12,2343.85009765625,2359.35009765625,2338.14990234375,2349.39990234375,2341.453125,6277225
2023-10-13,2340.0,2357.5,2329.14990234375,2349.300048828125,2341.353515625,5075158
2023-10-16,2345.0,2354.550048828125,2336.0,2344.050048828125,2336.121337890625,2964518
2023-10-17,2356.0,2359.699951171875,2341.300048828125,2355.25,2347.283447265625,3964090
2023-10-18,2355.25,2367.0,2321.0,2324.0,2316.13916015625,4459160
2023-10-19,2312.0,2321.800048828125,2301.0,2306.14990234375,2298.349365234375,6016278
2023-10-20,2300.0,2314.699951171875,2296.300048828125,2299.10009765625,2291.323486328125,4456656
2023-10-23,2290.0,2306.25,2255.25,2263.199951171875,2255.544677734375,3926981
2023-10-25,2250.050048828125,2281.199951171875,2243.0,2257.949951171875,2250.3125,5810344
2023-10-26,2251.0,2258.0,2220.300048828125,2226.5,2218.96875,7611267
2023-10-27,2240.0,2273.5,2235.949951171875,2265.800048828125,2258.135986328125,5885542
2023-10-30,2274.0,2325.0,2269.949951171875,2312.5,2304.677978515625,8406652
2023-10-31,2328.0,2328.0,2282.89990234375,2287.89990234375,2280.1611328125,6404219
2023-11-01,2289.14990234375,2317.5,2275.199951171875,2297.39990234375,2289.62890625,5154595
2023-11-02,2313.949951171875,2324.300048828125,2307.949951171875,2320.199951171875,2312.351806640625,5281052
2023-11-03,2327.199951171875,2334.949951171875,2315.75,2319.699951171875,2311.853515625,4425078
2023-11-06,2332.300048828125,2340.0,2325.60009765625,2339.0,2331.08837890625,5323652
2023-11-07,2334.050048828125,2339.10009765625,2319.550048828125,2323.800048828125,2315.939697265625,3480102
2023-11-08,2332.0,2341.0,2321.75,2335.89990234375,2327.998779296875,3942247
2023-11-09,2335.85009765625,2335.89990234375,2304.199951171875,2310.550048828125,2302.734619140625,7256805
2023-11-10,2305.550048828125,2316.35009765625,2298.050048828125,2314.89990234375,2307.06982421875,3867477
2023-11-13,2322.89990234375,2324.60009765625,2311.699951171875,2314.60009765625,2306.77099609375,1927405
2023-11-15,2340.0,2361.949951171875,2327.0,2356.449951171875,2348.479248046875,6110324
2023-11-16,2351.10009765625,2374.14990234375,2346.949951171875,2360.699951171875,2352.71484375,6567455
2023-11-17,2352.89990234375,2373.25,2352.050048828125,2355.550048828125,2347.582275390625,3879317
2023-11-20,2348.550048828125,2358.39990234375,2336.39990234375,2349.35009765625,2341.4033203125,2245093
2023-11-21,2366.0,2388.0,2360.199951171875,2378.89990234375,2370.853271484375,4107225
2023-11-22,2375.0,2394.449951171875,2372.199951171875,2388.199951171875,2380.121826171875,4267407
2023-11-23,2388.199951171875,2400.0,2388.199951171875,2395.5,2387.397216796875,4265771
2023-11-24,2391.60009765625,2402.60009765625,2391.050048828125,2393.89990234375,2385.802490234375,3374743
2023-11-28,2393.89990234375,2399.699951171875,2375.25,2394.39990234375,2386.30078125,6896087
2023-11-29,2408.0,2411.949951171875,2398.050048828125,2400.699951171875,2392.57958984375,6265653
2023-11-30,2394.699951171875,2400.699951171875,2369.89990234375,2377.449951171875,2369.408203125,14219992
2023-12-01,2378.0,2396.39990234375,2377.60009765625,2394.300048828125,2386.201416015625,7171421
2023-12-04,2450.0,2450.0,2398.60009765625,2420.199951171875,2412.013671875,7795495
2023-12-05,2439.0,2440.85009765625,2421.64990234375,2437.75,2429.50439453125,6346812
2023-12-06,2447.10009765625,2472.949951171875,2435.0,2461.10009765625,2452.775390625,8211221
2023-12-07,2460.0,2460.949951171875,2442.0,2457.050048828125,2448.739013671875,4071048
